transaction_id,user_id,timestamp,amount,merchant,location,latitude,longitude,is_fraud,fraud_type
TXN000399,USER0011,2025-09-20 09:08:54,33.52,CVS Pharmacy,"Boston, MA",42.3601,-71.0589,False,
TXN001446,USER0037,2025-09-20 09:58:54,51.85,Netflix,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001052,USER0027,2025-09-20 10:00:54,7.12,Starbucks,"Miami, FL",25.7617,-80.1918,False,
TXN001053,USER0027,2025-09-20 10:14:54,7.15,Apple Store,"Miami, FL",25.7617,-80.1918,False,
TXN000047,USER0002,2025-09-20 12:16:54,36.79,CVS Pharmacy,"New York, NY",40.7128,-74.006,False,
TXN001483,USER0038,2025-09-20 12:21:54,143.84,Apple Store,"Boston, MA",42.3601,-71.0589,False,
TXN000635,USER0017,2025-09-20 12:21:54,407.97,CVS Pharmacy,"Atlanta, GA",33.749,-84.388,False,
TXN000093,USER0003,2025-09-20 15:50:54,31.24,Delta Airlines,"Miami, FL",25.7617,-80.1918,False,
TXN001922,USER0049,2025-09-20 16:16:54,46.23,Gas Station,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001054,USER0027,2025-09-20 17:00:54,470.86,Best Buy,"New York, NY",40.7128,-74.006,False,
TXN001012,USER0026,2025-09-20 17:16:54,297.12,Amazon.com,"Seattle, WA",47.6062,-122.3321,False,
TXN001055,USER0027,2025-09-20 20:03:54,61.26,Best Buy,"Miami, FL",25.7617,-80.1918,False,
TXN001217,USER0031,2025-09-20 21:27:54,29.99,Local Grocery,"Seattle, WA",47.6062,-122.3321,False,
TXN000714,USER0019,2025-09-21 04:18:54,13.52,Online Retailer,"Houston, TX",29.7604,-95.3698,False,
TXN001243,USER0032,2025-09-21 05:11:54,76.79,Netflix,"Miami, FL",25.7617,-80.1918,False,
TXN000255,USER0007,2025-09-21 05:25:54,39.76,Starbucks,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001407,USER0036,2025-09-21 08:51:54,19.89,Target,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001520,USER0039,2025-09-21 09:07:54,32.2,CVS Pharmacy,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000256,USER0007,2025-09-21 09:18:54,47.33,Hilton Hotels,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000918,USER0024,2025-09-21 09:18:54,20.7,Walmart,"Houston, TX",29.7604,-95.3698,False,
TXN001408,USER0036,2025-09-21 09:18:54,40.62,Local Restaurant,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000598,USER0016,2025-09-21 11:22:54,40.13,Best Buy,"Miami, FL",25.7617,-80.1918,False,
TXN001364,USER0035,2025-09-21 13:50:54,291.77,Walmart,"Seattle, WA",47.6062,-122.3321,False,
TXN000213,USER0006,2025-09-21 14:33:54,149.27,Whole Foods,"Chicago, IL",41.8781,-87.6298,False,
TXN000363,USER0010,2025-09-21 16:07:54,48.44,Amazon.com,"San Francisco, CA",37.7749,-122.4194,False,
TXN000742,USER0020,2025-09-21 16:16:54,14.06,Apple Store,"Atlanta, GA",33.749,-84.388,False,
TXN000557,USER0015,2025-09-21 16:28:54,66.83,Local Restaurant,"Denver, CO",39.7392,-104.9903,False,
TXN001966,USER0050,2025-09-21 16:43:54,18.4,CVS Pharmacy,"Boston, MA",42.3601,-71.0589,False,
TXN000982,USER0025,2025-09-21 17:06:54,14.15,Starbucks,"Denver, CO",39.7392,-104.9903,False,
TXN001276,USER0033,2025-09-21 17:10:54,148.02,Best Buy,"Chicago, IL",41.8781,-87.6298,False,
TXN000094,USER0003,2025-09-21 18:18:54,289.75,Delta Airlines,"Miami, FL",25.7617,-80.1918,False,
TXN000400,USER0011,2025-09-21 18:36:54,12.98,Netflix,"Boston, MA",42.3601,-71.0589,False,
TXN000830,USER0022,2025-09-21 18:55:54,25.76,Apple Store,"Atlanta, GA",33.749,-84.388,False,
TXN001365,USER0035,2025-09-21 19:55:54,18.82,Walmart,"Seattle, WA",47.6062,-122.3321,False,
TXN000257,USER0007,2025-09-22 00:04:54,97.84,McDonald's,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000788,USER0021,2025-09-22 00:37:54,49.95,McDonald's,"Houston, TX",29.7604,-95.3698,False,
TXN001882,USER0048,2025-09-22 02:48:54,32.52,Online Retailer,"Boston, MA",42.3601,-71.0589,False,
TXN000599,USER0016,2025-09-22 03:21:54,14.03,Apple Store,"Houston, TX",29.7604,-95.3698,False,
TXN001366,USER0035,2025-09-22 05:19:54,194.63,Local Restaurant,"Seattle, WA",47.6062,-122.3321,False,
TXN001129,USER0029,2025-09-22 12:35:54,217.58,Online Retailer,"Chicago, IL",41.8781,-87.6298,False,
TXN000511,USER0014,2025-09-22 12:41:54,147.84,Home Depot,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001218,USER0031,2025-09-22 13:09:54,272.82,McDonald's,"Seattle, WA",47.6062,-122.3321,False,
TXN001170,USER0030,2025-09-22 13:17:54,95.22,Best Buy,"Boston, MA",42.3601,-71.0589,False,
TXN000299,USER0008,2025-09-22 13:36:54,491.56,Local Grocery,"Atlanta, GA",33.749,-84.388,False,
TXN000009,USER0001,2025-09-22 14:15:54,13.04,Online Retailer,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001765,USER0045,2025-09-22 14:23:54,24.33,CVS Pharmacy,"Denver, CO",39.7392,-104.9903,False,
TXN001056,USER0027,2025-09-22 14:32:54,10.4,Apple Store,"Miami, FL",25.7617,-80.1918,False,
TXN001324,USER0034,2025-09-22 14:47:54,163.14,Netflix,"New York, NY",40.7128,-74.006,False,
TXN000135,USER0004,2025-09-22 15:21:54,117.58,Local Restaurant,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000715,USER0019,2025-09-22 15:55:54,35.79,Netflix,"New York, NY",40.7128,-74.006,False,
TXN001098,USER0028,2025-09-22 16:42:54,46.23,Gas Station,"New York, NY",40.7128,-74.006,False,
TXN000364,USER0010,2025-09-22 16:50:54,160.04,Starbucks,"San Francisco, CA",37.7749,-122.4194,False,
TXN000600,USER0016,2025-09-22 18:06:54,55.23,Amazon.com,"Houston, TX",29.7604,-95.3698,False,
TXN000439,USER0012,2025-09-22 19:37:54,178.86,CVS Pharmacy,"New York, NY",40.7128,-74.006,False,
TXN000680,USER0018,2025-09-22 20:08:54,27.12,Hilton Hotels,"San Francisco, CA",37.7749,-122.4194,False,
TXN001560,USER0040,2025-09-22 21:32:54,131.76,Home Depot,"Seattle, WA",47.6062,-122.3321,False,
TXN000479,USER0013,2025-09-22 22:36:54,5.87,Best Buy,"New York, NY",40.7128,-74.006,False,
TXN001521,USER0039,2025-09-22 22:56:54,72.08,Chipotle,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000136,USER0004,2025-09-22 23:06:54,24.7,Chipotle,"Houston, TX",29.7604,-95.3698,False,
TXN000331,USER0009,2025-09-23 00:17:54,18.38,Walmart,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001484,USER0038,2025-09-23 00:22:54,13.67,Home Depot,"Boston, MA",42.3601,-71.0589,False,
TXN001597,USER0041,2025-09-23 00:22:54,48.23,Home Depot,"Seattle, WA",47.6062,-122.3321,False,
TXN000181,USER0005,2025-09-23 00:27:54,31.25,Hilton Hotels,"Houston, TX",29.7604,-95.3698,False,
TXN001561,USER0040,2025-09-23 00:40:54,46.9,Whole Foods,"Seattle, WA",47.6062,-122.3321,False,
TXN000875,USER0023,2025-09-23 02:37:54,34.45,CVS Pharmacy,"Boston, MA",42.3601,-71.0589,False,
TXN001130,USER0029,2025-09-23 02:46:54,16.61,Whole Foods,"Chicago, IL",41.8781,-87.6298,False,
TXN000182,USER0005,2025-09-23 03:54:54,11.03,Walmart,"Houston, TX",29.7604,-95.3698,False,
TXN001807,USER0046,2025-09-23 04:16:54,7.25,Chipotle,"Atlanta, GA",33.749,-84.388,False,
TXN001057,USER0027,2025-09-23 07:05:54,15.82,Hilton Hotels,"Miami, FL",25.7617,-80.1918,False,
TXN000095,USER0003,2025-09-23 07:12:54,26.74,Amazon.com,"Miami, FL",25.7617,-80.1918,False,
TXN001409,USER0036,2025-09-23 07:49:54,77.91,Walmart,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001131,USER0029,2025-09-23 09:53:54,34.46,Local Grocery,"Chicago, IL",41.8781,-87.6298,False,
TXN001410,USER0036,2025-09-23 10:00:54,48.84,Starbucks,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001244,USER0032,2025-09-23 11:37:54,91.83,McDonald's,"Miami, FL",25.7617,-80.1918,False,
TXN001721,USER0044,2025-09-23 12:16:54,33.94,Whole Foods,"New York, NY",40.7128,-74.006,False,
TXN000440,USER0012,2025-09-23 14:10:54,51.08,Uber,"New York, NY",40.7128,-74.006,False,
TXN000636,USER0017,2025-09-23 14:26:54,22.58,Starbucks,"Atlanta, GA",33.749,-84.388,False,
TXN001841,USER0047,2025-09-23 15:30:54,8.35,Apple Store,"Boston, MA",42.3601,-71.0589,False,
TXN001923,USER0049,2025-09-23 16:05:54,47.42,Uber,"Boston, MA",42.3601,-71.0589,False,
TXN001411,USER0036,2025-09-23 16:11:54,43.19,Chipotle,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001842,USER0047,2025-09-23 16:27:54,34.13,Home Depot,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000876,USER0023,2025-09-23 17:13:54,41.65,Best Buy,"Boston, MA",42.3601,-71.0589,False,
TXN000300,USER0008,2025-09-23 17:36:54,53.59,Amazon.com,"Atlanta, GA",33.749,-84.388,False,
TXN001687,USER0043,2025-09-23 20:41:54,179.02,Shell Gas Station,"Miami, FL",25.7617,-80.1918,False,
TXN001367,USER0035,2025-09-23 21:42:54,35.65,Home Depot,"Seattle, WA",47.6062,-122.3321,False,
TXN001013,USER0026,2025-09-23 21:47:54,43.89,Amazon.com,"San Francisco, CA",37.7749,-122.4194,False,
TXN001447,USER0037,2025-09-23 22:36:54,38.92,Home Depot,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001647,USER0042,2025-09-23 22:41:54,42.33,Netflix,"San Francisco, CA",37.7749,-122.4194,False,
TXN001883,USER0048,2025-09-23 23:09:54,44.62,Home Depot,"Boston, MA",42.3601,-71.0589,False,
TXN000258,USER0007,2025-09-23 23:19:54,28.22,Netflix,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001448,USER0037,2025-09-23 23:30:54,6.4,Delta Airlines,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001522,USER0039,2025-09-23 23:53:54,15.22,CVS Pharmacy,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001219,USER0031,2025-09-24 01:58:54,92.48,Local Grocery,"Seattle, WA",47.6062,-122.3321,False,
TXN001277,USER0033,2025-09-24 04:19:54,18.78,Gas Station,"Chicago, IL",41.8781,-87.6298,False,
TXN000983,USER0025,2025-09-24 05:00:54,43.22,Local Grocery,"Denver, CO",39.7392,-104.9903,False,
TXN001967,USER0050,2025-09-24 06:27:54,49.58,McDonald's,"Atlanta, GA",33.749,-84.388,False,
TXN000048,USER0002,2025-09-24 07:00:54,5.88,Netflix,"Miami, FL",25.7617,-80.1918,False,
TXN001843,USER0047,2025-09-24 07:01:54,445.38,Online Retailer,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001132,USER0029,2025-09-24 08:09:54,52.42,Walmart,"Chicago, IL",41.8781,-87.6298,False,
TXN001766,USER0045,2025-09-24 09:48:54,481.62,Netflix,"Denver, CO",39.7392,-104.9903,False,
TXN000401,USER0011,2025-09-24 11:52:54,10.85,Shell Gas Station,"Boston, MA",42.3601,-71.0589,False,
TXN000919,USER0024,2025-09-24 14:40:54,41.27,Netflix,"Houston, TX",29.7604,-95.3698,False,
TXN000601,USER0016,2025-09-24 14:46:54,5.04,Netflix,"Houston, TX",29.7604,-95.3698,False,
TXN000301,USER0008,2025-09-24 15:00:54,43.21,Hilton Hotels,"Atlanta, GA",33.749,-84.388,False,
TXN001648,USER0042,2025-09-24 15:25:54,161.95,Walmart,"Houston, TX",29.7604,-95.3698,False,
TXN000183,USER0005,2025-09-24 15:29:54,17.99,Online Retailer,"Houston, TX",29.7604,-95.3698,False,
TXN001485,USER0038,2025-09-24 16:01:54,126.43,Home Depot,"Boston, MA",42.3601,-71.0589,False,
TXN001325,USER0034,2025-09-24 18:27:54,137.75,Chipotle,"Houston, TX",29.7604,-95.3698,False,
TXN001844,USER0047,2025-09-24 18:50:54,30.28,Netflix,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000184,USER0005,2025-09-24 19:35:54,301.73,CVS Pharmacy,"Houston, TX",29.7604,-95.3698,False,
TXN000010,USER0001,2025-09-24 19:49:54,47.91,Starbucks,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001368,USER0035,2025-09-24 19:55:54,27.29,Starbucks,"Seattle, WA",47.6062,-122.3321,False,
TXN001326,USER0034,2025-09-24 21:13:54,139.86,Apple Store,"Houston, TX",29.7604,-95.3698,False,
TXN001099,USER0028,2025-09-24 21:26:54,193.28,Walmart,"New York, NY",40.7128,-74.006,False,
TXN000365,USER0010,2025-09-24 21:54:54,94.73,McDonald's,"San Francisco, CA",37.7749,-122.4194,False,
TXN001562,USER0040,2025-09-24 23:50:54,286.63,Target,"Seattle, WA",47.6062,-122.3321,False,
TXN001688,USER0043,2025-09-25 01:55:54,247.77,Uber,"Miami, FL",25.7617,-80.1918,False,
TXN000512,USER0014,2025-09-25 02:01:54,35.81,CVS Pharmacy,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001449,USER0037,2025-09-25 02:33:54,146.87,Best Buy,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001369,USER0035,2025-09-25 03:37:54,495.32,Uber,"Seattle, WA",47.6062,-122.3321,False,
TXN001327,USER0034,2025-09-25 06:06:54,37.58,Best Buy,"Houston, TX",29.7604,-95.3698,False,
TXN001328,USER0034,2025-09-25 06:12:54,37.09,Best Buy,"Houston, TX",29.7604,-95.3698,False,
TXN000214,USER0006,2025-09-25 06:41:54,37.75,Local Grocery,"Chicago, IL",41.8781,-87.6298,False,
TXN000558,USER0015,2025-09-25 08:37:54,13.56,Shell Gas Station,"Houston, TX",29.7604,-95.3698,False,
TXN000789,USER0021,2025-09-25 08:52:54,263.19,Shell Gas Station,"Houston, TX",29.7604,-95.3698,False,
TXN000513,USER0014,2025-09-25 11:11:54,49.44,Walmart,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001598,USER0041,2025-09-25 11:52:54,39.15,Target,"Seattle, WA",47.6062,-122.3321,False,
TXN000831,USER0022,2025-09-25 11:56:54,238.5,Uber,"Atlanta, GA",33.749,-84.388,False,
TXN001767,USER0045,2025-09-25 12:10:54,128.69,Walmart,"Denver, CO",39.7392,-104.9903,False,
TXN001450,USER0037,2025-09-25 12:22:54,6.57,Starbucks,"Houston, TX",29.7604,-95.3698,False,
TXN000743,USER0020,2025-09-25 15:53:54,31.81,Gas Station,"Atlanta, GA",33.749,-84.388,False,
TXN001058,USER0027,2025-09-25 16:50:54,133.78,CVS Pharmacy,"Miami, FL",25.7617,-80.1918,False,
TXN001014,USER0026,2025-09-25 18:15:54,136.76,Local Grocery,"San Francisco, CA",37.7749,-122.4194,False,
TXN001722,USER0044,2025-09-25 18:20:54,28.66,Shell Gas Station,"New York, NY",40.7128,-74.006,False,
TXN000259,USER0007,2025-09-25 20:01:54,24.45,Netflix,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001808,USER0046,2025-09-25 20:04:54,24.94,Home Depot,"Seattle, WA",47.6062,-122.3321,False,
TXN000137,USER0004,2025-09-25 20:44:54,7.36,Netflix,"Houston, TX",29.7604,-95.3698,False,
TXN001723,USER0044,2025-09-25 22:32:54,181.8,Walmart,"New York, NY",40.7128,-74.006,False,
TXN001412,USER0036,2025-09-25 22:38:54,16.29,Best Buy,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000920,USER0024,2025-09-25 22:40:54,35.9,Best Buy,"Houston, TX",29.7604,-95.3698,False,
TXN001724,USER0044,2025-09-26 01:05:54,89.36,Amazon.com,"New York, NY",40.7128,-74.006,False,
TXN000559,USER0015,2025-09-26 01:20:54,49.67,Starbucks,"Houston, TX",29.7604,-95.3698,False,
TXN000332,USER0009,2025-09-26 02:35:54,42.08,Chipotle,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001649,USER0042,2025-09-26 02:49:54,141.11,Delta Airlines,"San Francisco, CA",37.7749,-122.4194,False,
TXN001884,USER0048,2025-09-26 03:11:54,217.8,Gas Station,"Boston, MA",42.3601,-71.0589,False,
TXN001451,USER0037,2025-09-26 03:33:54,62.91,Local Grocery,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001563,USER0040,2025-09-26 03:44:54,193.04,Best Buy,"Seattle, WA",47.6062,-122.3321,False,
TXN000790,USER0021,2025-09-26 04:22:54,5.19,Hilton Hotels,"Houston, TX",29.7604,-95.3698,False,
TXN001924,USER0049,2025-09-26 04:29:54,350.84,CVS Pharmacy,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001100,USER0028,2025-09-26 04:32:54,34.94,Home Depot,"New York, NY",40.7128,-74.006,False,
TXN001059,USER0027,2025-09-26 07:53:54,14.56,McDonald's,"Miami, FL",25.7617,-80.1918,False,
TXN000366,USER0010,2025-09-26 08:51:54,249.47,Amazon.com,"San Francisco, CA",37.7749,-122.4194,False,
TXN001809,USER0046,2025-09-26 09:12:54,15.91,Shell Gas Station,"Atlanta, GA",33.749,-84.388,False,
TXN001171,USER0030,2025-09-26 09:42:54,10.9,Apple Store,"Boston, MA",42.3601,-71.0589,False,
TXN001133,USER0029,2025-09-26 11:13:54,27.81,Apple Store,"Chicago, IL",41.8781,-87.6298,False,
TXN000681,USER0018,2025-09-26 11:43:54,43.45,Uber,"San Francisco, CA",37.7749,-122.4194,False,
TXN000302,USER0008,2025-09-26 13:17:54,9.19,Uber,"Atlanta, GA",33.749,-84.388,False,
TXN000716,USER0019,2025-09-26 14:22:54,38.12,Home Depot,"New York, NY",40.7128,-74.006,False,
TXN000096,USER0003,2025-09-26 15:12:54,30.47,Hilton Hotels,"Miami, FL",25.7617,-80.1918,False,
TXN001885,USER0048,2025-09-26 15:47:54,24.28,Delta Airlines,"Boston, MA",42.3601,-71.0589,False,
TXN000514,USER0014,2025-09-26 17:54:54,21.82,Online Retailer,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001564,USER0040,2025-09-26 18:05:54,10.46,Online Retailer,"Seattle, WA",47.6062,-122.3321,False,
TXN001599,USER0041,2025-09-26 19:18:54,323.71,Local Grocery,"Seattle, WA",47.6062,-122.3321,False,
TXN000637,USER0017,2025-09-26 19:21:54,14.19,Shell Gas Station,"Atlanta, GA",33.749,-84.388,False,
TXN000084,USER0002,2025-09-26 19:25:54,4512.43,Apple Store,"New York, NY",40.7128,-74.006,True,high_amount
TXN001245,USER0032,2025-09-26 19:31:54,285.89,Whole Foods,"Miami, FL",25.7617,-80.1918,False,
TXN000085,USER0002,2025-09-26 20:25:54,4595.78,Best Buy,"New York, NY",40.7128,-74.006,True,high_amount
TXN000480,USER0013,2025-09-26 21:36:54,15.48,Hilton Hotels,"New York, NY",40.7128,-74.006,False,
TXN000560,USER0015,2025-09-26 23:14:54,31.74,Chipotle,"Houston, TX",29.7604,-95.3698,False,
TXN001413,USER0036,2025-09-27 00:41:54,101.63,Target,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000791,USER0021,2025-09-27 01:03:54,54.64,Uber,"Houston, TX",29.7604,-95.3698,False,
TXN001523,USER0039,2025-09-27 01:08:54,47.65,Delta Airlines,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001452,USER0037,2025-09-27 02:09:54,26.59,Amazon.com,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000260,USER0007,2025-09-27 02:18:54,38.85,Whole Foods,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000011,USER0001,2025-09-27 02:52:54,135.1,Local Grocery,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001278,USER0033,2025-09-27 05:07:54,58.3,Delta Airlines,"Chicago, IL",41.8781,-87.6298,False,
TXN001565,USER0040,2025-09-27 05:55:54,9.14,Amazon.com,"Seattle, WA",47.6062,-122.3321,False,
TXN001650,USER0042,2025-09-27 06:00:54,39.54,Local Grocery,"San Francisco, CA",37.7749,-122.4194,False,
TXN001925,USER0049,2025-09-27 06:40:54,360.65,Online Retailer,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000138,USER0004,2025-09-27 06:49:54,304.95,Netflix,"Houston, TX",29.7604,-95.3698,False,
TXN000402,USER0011,2025-09-27 06:55:54,39.81,Local Grocery,"Boston, MA",42.3601,-71.0589,False,
TXN000303,USER0008,2025-09-27 07:23:54,27.74,Shell Gas Station,"Atlanta, GA",33.749,-84.388,False,
TXN001486,USER0038,2025-09-27 07:50:54,8.38,Shell Gas Station,"Boston, MA",42.3601,-71.0589,False,
TXN000877,USER0023,2025-09-27 07:53:54,46.08,Starbucks,"Boston, MA",42.3601,-71.0589,False,
TXN001566,USER0040,2025-09-27 08:05:54,11.56,Uber,"Seattle, WA",47.6062,-122.3321,False,
TXN000441,USER0012,2025-09-27 10:47:54,16.41,Netflix,"New York, NY",40.7128,-74.006,False,
TXN000984,USER0025,2025-09-27 12:13:54,241.34,Netflix,"Denver, CO",39.7392,-104.9903,False,
TXN001968,USER0050,2025-09-27 12:29:54,31.5,Delta Airlines,"Atlanta, GA",33.749,-84.388,False,
TXN001246,USER0032,2025-09-27 13:24:54,251.68,Apple Store,"Miami, FL",25.7617,-80.1918,False,
TXN001172,USER0030,2025-09-27 13:29:54,108.67,Apple Store,"Boston, MA",42.3601,-71.0589,False,
TXN001886,USER0048,2025-09-27 14:44:54,121.85,CVS Pharmacy,"Boston, MA",42.3601,-71.0589,False,
TXN000367,USER0010,2025-09-27 15:37:54,125.7,Netflix,"San Francisco, CA",37.7749,-122.4194,False,
TXN000139,USER0004,2025-09-27 16:24:54,168.75,Local Restaurant,"Houston, TX",29.7604,-95.3698,False,
TXN001487,USER0038,2025-09-27 19:07:54,442.04,Local Grocery,"Boston, MA",42.3601,-71.0589,False,
TXN001689,USER0043,2025-09-27 19:23:54,47.17,Whole Foods,"Miami, FL",25.7617,-80.1918,False,
TXN001651,USER0042,2025-09-27 21:40:54,368.41,Local Restaurant,"San Francisco, CA",37.7749,-122.4194,False,
TXN001810,USER0046,2025-09-27 22:33:54,36.53,Home Depot,"Atlanta, GA",33.749,-84.388,False,
TXN001173,USER0030,2025-09-27 22:46:54,25.65,Apple Store,"Boston, MA",42.3601,-71.0589,False,
TXN001220,USER0031,2025-09-27 23:45:54,48.66,Uber,"Seattle, WA",47.6062,-122.3321,False,
TXN001845,USER0047,2025-09-28 00:14:54,32.31,Local Restaurant,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001768,USER0045,2025-09-28 00:36:54,24.15,Starbucks,"Denver, CO",39.7392,-104.9903,False,
TXN000049,USER0002,2025-09-28 00:47:54,38.06,Hilton Hotels,"New York, NY",40.7128,-74.006,False,
TXN001600,USER0041,2025-09-28 03:05:54,14.65,Starbucks,"Seattle, WA",47.6062,-122.3321,False,
TXN001279,USER0033,2025-09-28 03:19:54,14.39,Netflix,"Chicago, IL",41.8781,-87.6298,False,
TXN001101,USER0028,2025-09-28 04:29:54,22.28,Walmart,"New York, NY",40.7128,-74.006,False,
TXN001370,USER0035,2025-09-28 04:46:54,86.93,Gas Station,"Seattle, WA",47.6062,-122.3321,False,
TXN000602,USER0016,2025-09-28 06:13:54,23.18,Netflix,"Houston, TX",29.7604,-95.3698,False,
TXN001969,USER0050,2025-09-28 09:05:54,34.25,Uber,"Atlanta, GA",33.749,-84.388,False,
TXN000185,USER0005,2025-09-28 11:37:54,7.04,Online Retailer,"Houston, TX",29.7604,-95.3698,False,
TXN000215,USER0006,2025-09-28 13:56:54,73.27,Walmart,"Chicago, IL",41.8781,-87.6298,False,
TXN001970,USER0050,2025-09-28 14:28:54,20.74,Chipotle,"Atlanta, GA",33.749,-84.388,False,
TXN001846,USER0047,2025-09-28 15:47:54,149.06,Uber,"Los Angeles, CA",34.0522,-118.2437,False,
TXN000261,USER0007,2025-09-28 16:25:54,179.4,Online Retailer,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001060,USER0027,2025-09-28 17:38:54,351.35,Uber,"Miami, FL",25.7617,-80.1918,False,
TXN000515,USER0014,2025-09-28 18:15:54,36.22,Local Grocery,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001102,USER0028,2025-09-28 19:17:54,21.84,Delta Airlines,"New York, NY",40.7128,-74.006,False,
TXN001221,USER0031,2025-09-28 19:23:54,38.83,CVS Pharmacy,"Seattle, WA",47.6062,-122.3321,False,
TXN000921,USER0024,2025-09-28 21:29:54,16.21,Local Restaurant,"Denver, CO",39.7392,-104.9903,False,
TXN001811,USER0046,2025-09-28 21:32:54,35.39,Delta Airlines,"Atlanta, GA",33.749,-84.388,False,
TXN000682,USER0018,2025-09-28 21:46:54,6.27,Amazon.com,"San Francisco, CA",37.7749,-122.4194,False,
TXN000097,USER0003,2025-09-28 22:50:54,41.09,Shell Gas Station,"Miami, FL",25.7617,-80.1918,False,
TXN000744,USER0020,2025-09-28 23:38:54,7.73,Apple Store,"Atlanta, GA",33.749,-84.388,False,
TXN001329,USER0034,2025-09-28 23:50:54,355.69,Online Retailer,"Houston, TX",29.7604,-95.3698,False,
TXN000012,USER0001,2025-09-29 00:22:54,74.77,CVS Pharmacy,"Atlanta, GA",33.749,-84.388,False,
TXN001015,USER0026,2025-09-29 00:37:54,403.89,Uber,"San Francisco, CA",37.7749,-122.4194,False,
TXN001971,USER0050,2025-09-29 01:07:54,128.68,Online Retailer,"Atlanta, GA",33.749,-84.388,False,
TXN000832,USER0022,2025-09-29 01:39:54,38.87,Gas Station,"Atlanta, GA",33.749,-84.388,False,
TXN000262,USER0007,2025-09-29 03:47:54,142.6,Online Retailer,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001222,USER0031,2025-09-29 05:47:54,34.43,Walmart,"Seattle, WA",47.6062,-122.3321,False,
TXN000333,USER0009,2025-09-29 05:54:54,40.32,Netflix,"Los Angeles, CA",34.0522,-118.2437,False,
TXN001690,USER0043,2025-09-29 05:59:54,22.91,Best Buy,"Miami, FL",25.7617,-80.1918,False,
TXN000878,USER0023,2025-09-29 08:30:54,15.57,Amazon.com,"Boston, MA",42.3601,-71.0589,False,
TXN000098,USER0003,2025-09-29 08:40:54,24.84,Apple Store,"Miami, FL",25.7617,-80.1918,False,
TXN001280,USER0033,2025-09-29 09:58:54,27.63,Hilton Hotels,"Chicago, IL",41.8781,-87.6298,False,
TXN000717,USER0019,2025-09-29 10:04:54,48.52,Online Retailer,"New York, NY",40.7128,-74.006,False,
TXN000879,USER0023,2025-09-29 11:43:54,380.9,Hilton Hotels,"Boston, MA",42.3601,-71.0589,False,
TXN001725,USER0044,2025-09-29 13:38:54,36.78,Delta Airlines,"New York, NY",40.7128,-74.006,False,
TXN000745,USER0020,2025-09-29 15:17:54,47.25,CVS Pharmacy,"Atlanta, GA",33.749,-84.388,False,
TXN001330,USER0034,2025-09-29 17:56:54,164.6,Netflix,"Boston, MA",42.3601,-71.0589,False,
TXN000304,USER0008,2025-09-29 18:22:54,41.04,Target,"Atlanta, GA",33.749,-84.388,False,
TXN000561,USER0015,2025-09-29 20:11:54,14.44,Starbucks,"Houston, TX",29.7604,-95.3698,False,
TXN001134,USER0029,2025-09-29 20:22:54,308.09,Uber,"Chicago, IL",41.8781,-87.6298,False,
TXN000186,USER0005,2025-09-29 22:36:54,74.38,McDonald's,"Houston, TX",29.7604,-95.3698,False,
